conv_id,target_summary,generated_summary
hit:9675_conv:19350,Just got a new position after the old manager was fired,I just got promoted to manager. The other one got fired because of low profit.
hit:9681_conv:19362,I was at Taco Bell and someone paid for my food! I couldn't believe it!,I was at Taco Bell and someone paid for my food! I couldn't believe it!
hit:9685_conv:19370,I work in a restaurant and I spit on a customers food for the first time. I feel a little bad about it,I spit on a customer food yesterday. I feel really bad about it. 
hit:9701_conv:19402,I am so glad I have good friends in my life. They always pick me up when I am down,I am so glad I have good friends. They are always there when I need them
hit:9727_conv:19454,I miss when I was younger. I was able to stay up all night then!,I miss when I was younger. Back then I was able to stay up all night an
hit:9741_conv:19482,I had to give a speech in front of a few of my friends_comma_ I was nervous but really comfortable and I knew I could do it,I had to give a speech in front of a few of my friends_comma_
hit:9749_conv:19499,I am super excited for the upcoming super smash bros!,I am super excited for the upcoming super smash bros!
hit:9760_conv:19520,The chain on the necklace my boyfriend gave me broke and I lost the pendant. It was so beautiful and I  can't find it anywhere!,The chain on the necklace my boyfriend gave me broke and I lost the pendant
hit:9762_conv:19524,I am so hype for the new super smash bros,I am so hype for the new super smash bros
hit:9786_conv:19573,i knew i shouldnt have trusted my brother with my dog,i knew i shouldnt have trusted my brother with my dog
hit:9792_conv:19585,My brother bought me dinner tonight. It was a nice gesture,My brother bought me dinner tonight. It was a nice gesture
hit:9793_conv:19586,I went to a magic show the other day.  The guy was very amazing and put on a great show,I saw a magic show the other day and was blown away.  The guy was amazing
hit:9794_conv:19589,I feel bad that I don't like my boyfriends parents. They are just aweful but I don't know how to tell him.,I feel really bad because I hate my boyfriends parents. They are so aweful to
hit:9801_conv:19603,When I didn't make the high school hockey team. It was my senior year.,When I got cut from my hockey team. I wasn't good enough.
hit:9807_conv:19614,I tried eggplant once.  Never again!,I tried eggplant the other night
hit:9813_conv:19626,We went out shopping for school supplies and backpacks and my two kiddos are get to go! ,We went out shopping for school supplies and backpacks and my two kiddos are get
hit:9813_conv:19627,I am scared of horror movies_comma_ I never could tolerate them,I am scared of horror movies_comma_ I never could tolerate them
hit:9814_conv:19628,I ate a PB&J sandwich yesterday and it reminded me so much of childhood days.,I ate a PB&J sandwich yesterday and it reminded me so much of childhood.
hit:9817_conv:19635,I am going to do well at work tomorrow. I am prepared for it,I am going to do well at work tomorrow. I am prepared for it
hit:9821_conv:19642,I found my old Nintendo at my parents. I had so much fun playing it last week.,I found my old Nintendo at my parents. I had so much fun playing it last week
hit:9821_conv:19643,I just got a raise at work! It feels good to be rewarded for my work!,I just got a raise at work. I've been working really hard at work!
hit:9823_conv:19647,I was shocked in a good way at the weather this morning. It felt nice outside,I was shocked in a good way at the weather this morning. It felt nice outside
hit:9824_conv:19649,At work_comma_ there is a coworker that smell terribly bad. I can't breath.,At work_comma_ there is a coworker that smell terribly bad. I can
hit:9826_conv:19652,I have a big job interview coming up. I am so nervous I almost dont want to go.,I have a big job interview coming up. I am so nervous I almost dont want to
hit:9826_conv:19653,I was surprised when my parents got me a car as my graduation present_comma_ it was not expected,I was surprised when my parents got me a car as my graduation present_comma_
hit:9829_conv:19658,I am so happy my daughter like pre k. Some og her classmates have been crying since the first day.,I can't believe my daughter has done so well since the first day of pre-k
hit:9872_conv:19745,Fall is coming and it'll be getting chilly outside.  I remember my mom making mulled cider every autumn.  Wonderful memories.,Fall is coming and it'll be getting chilly outside. I remember my mom making mulled
hit:9879_conv:19759,I never brought back a book that I took from the university library.,I never brought back a book that I took from the university library.
hit:9887_conv:19775,I remember my grandmother showing me how to make lemon ice box pie. I still make it,my grandmother taught me how to make lemon ice box pie when i was 10
hit:9892_conv:19784,When I got my marks back on the math test. Scored a 95%>,When I got my marks back for my math exam. I got a 95%.
hit:9894_conv:19789,My girlfriend is the only girl at her new job.,My girlfriend is the only girl at her new job.
hit:9896_conv:19792,My friend got some sweet new shoes_comma_ they are just my style. I can't believe it.,My buddy got some new Nike shoes. I'm so jealous.
hit:9897_conv:19794,I have so many birds and cats coming to my yard. I'm going broke buying food for them.,I have so many birds and cats coming to my yard. I'm going broke buying food
hit:9907_conv:19814,I called my bank to resolve the issue regarding them blocking my debit card. It took me hours until i could get to a representative,My debit card was blocked and called my bank to resolve the issue. Can you believe it
hit:9914_conv:19828,I cheated on my math test today. I felt really bad about it.,I cheated on my math test today. I feel horrible about it.
hit:9927_conv:19855,I have a big presentation to do about my progress on the project in front of the CEO of the company i work for. It is on Monday during team's weekly meeting and I am very nervous,This Monday_comma_ my team's weekly meeting is to be held in front of
hit:9929_conv:19858,I've been studying for my final math test all week. I feel so ready for it!,I've been studying for my final math test this whole week. Never felt so ready for
hit:9937_conv:19874,I couldn't pay my rent. I am homeless.,I couldn't pay my rent. I am homeless.
hit:9938_conv:19876,I would like to try ice skating even though my balance is horrible,I would like to try ice skating even though my balance is horrible
hit:9940_conv:19881,I haven't seen this girl I went to school with in Elementary school for years. She was really chubby but now is a stunner.,I haven't seen this girl I went to school with in Elementary school for years. She
hit:9947_conv:19894,My girlfriend didn't want to go to dinner with me and with another guy instead. I was so mad!,My girlfriend didn't want to go to dinner with me. She went with another guy instead
hit:9958_conv:19916,I'm upset that my husband is lazy,I'm upset that my husband is lazy
hit:9961_conv:19923,I think I'm ready to start my own restaurant now.,I think I'm ready to start my own restaurant now.
hit:9968_conv:19936,I was watching professional bowling the other day. I was amazed at how good the players are. They make getting strikes look so easy!,I was recently watching professional bowling and I was struck by how good the players are. They
hit:9975_conv:19951,I saw a creepy looking clown walking down the street. I was so scared. I went home and hid underneath my bed.,I was walking down the street and I saw a really creepy clown smiling at me. I
hit:9993_conv:19986,My dogged pooped in my neighbors lawn. It becomes a habit for him,My dog pooped in my neighbors law. It is becoming a habit for him. I
hit:9996_conv:19992,I am going to bungee jumping this weekend. Can't wait for it!!,I am going bungee jumping this weekend. I could not wait for the weekend to come
hit:10000_conv:20000,My girlfriend got me a toad today! I was so shocked and happy!,My girlfriend got me a pet toad today. I was so happy!
hit:10006_conv:20013,Last week when my first daughter was born after a complicated pregnancy and almost having her being born in the car,I was so happy when my daughter was born
hit:10007_conv:20014,I found my old diary in basement. It brought back lot of memories,I found my old diary in the basement. It brought lot of memories
hit:10009_conv:20019,I have a hot date this weekend!,I have a hot date this weekend.
hit:10012_conv:20024,I am ok with coming in third in my race.,I am ok with coming in third in my race.
hit:10062_conv:20124,Sometimes it feels like I have more people around me that want to drive me like a horse rather than love me as a son.,Sometimes I feel that I have more people around me that want to drive me like a horse
hit:10068_conv:20137,My wife is on a business trip right now. I miss her quite a bit but I know she works these kind of jobs to help provide for our household and I greatly appreciate it. I love her so much.,My wife's out of town on business. She has to go on these trips a few
hit:10091_conv:20183,I had a job interview yesterday and it went great_comma_ so I'm expecting for them to call soon.  I look forward to working for that company_comma_ since it seem really nice.,I had a job interview yesterday and it went great_comma_ so I'm expecting
hit:10092_conv:20185,I always feel nervous at the start of a new school year.  It's hard to know how the students will be_comma_ and how they will work together.,In two weeks I'll be back teaching with a brand new group of kids. I'm
hit:10104_conv:20209,I ate a whole pint of ice cream by myself in one sitting.,I ate a whole gallon of ice cream by myself in one sitting and now I'm not
hit:10110_conv:20221,My son got in big trouble at his school.  I felt so embarrassed when it happened.,My son got in big trouble at school.  He was very mean to his best friend
hit:10116_conv:20232,I had a chance to cheat on my girlfriend but I didn't!,I had a really cute girl hit on me and told her I had a girlfriend
hit:10129_conv:20259,"My brother won a 75"" TV from work yesterday. I bet that will look awesome with Xbox games.","My brother told me that he won a 75"" TV from work. He says it looks"
hit:10139_conv:20278,For a long time I lived out in the middle of nowhere far away from many people. My friends and family were very far away and it felt very overwhelming sometimes.,I just got out of a time of my life where I was isolated out in a rural
hit:10140_conv:20281,My boss is coming for dinner tonight with his wife.  Many things could go wrong I hope they don't or I probably won't be getting a raise.,My boss is coming for dinner tonight with his wife. Many things could go wrong I hope
hit:10142_conv:20285,Last night I was running in the road in a very lonely place and a car began to follow me slowly.  I took a picture of the car and pretend to be sending it and the car just went away quickly.,Last night I was running in the road in a very lonely place and a car began to
hit:10150_conv:20301,I saw a dog on the side of the road that had been hit by a car_comma_ it was so sad,I saw a dog on the side of the road that had been hit by a car_
hit:10152_conv:20305,I'm trying to save up money to buy a home by next year. If all goes well It can happen.,I am saving up my money to buy a home next year. I think it can happen
hit:10154_conv:20308,I was at the fair_comma_ and I spilled my drink all over myself. ,I was at the fair_comma_ and I spilled my drink all over myself
hit:10157_conv:20314,My neighbours just bought a new car and put in a pool. I feel like I just can't get ahead- I can barely pay the bills. ,My neighbours just bought a new car and put in a pool. I feel like I just
hit:10158_conv:20316,Someone at my work missed part of their shift due to a personal issue_comma_ but requested I withhold any information that would reveal they missed such time.,Someone at my work missed part of their shift due to a personal issue_comma_
hit:10162_conv:20324,You can believe in your friend,I believe in each other
hit:10169_conv:20338,I am going through a breakup_comma_ we were together for five years I am heartbroken,I am going through a breakup_comma_ we were together for five years
hit:10173_conv:20346,I remember at scout camp we had to do a trust fall exercise where one person would fall and the rest of the troop would catch them. ,When I was in scout camp_comma_ I had to do a trust exercise.
hit:10176_conv:20353,Dog greeting me at the door whenever I get home,Whenever I get home and my dog is waiting for me at the door_comma_
hit:10184_conv:20369,I crashed my parents car when I was in high school and tried to lie about it. I ended up admitting to it but the time I spent trying to cover it up was excruciating.,When I was in high school I borrowed my parents car and got into an accident. I
hit:10189_conv:20379,My brother had to go out of town with his family to a funeral lst month.He asked me to take care of his house plant for him and I said yes_comma_ but after he left I got so caught up in myself i forgot to water his plants and they all died.,My brother went out of town last month and asked me if I would water his plants for
hit:10194_conv:20389,When my son was born I'd never felt so much concern for another person. I would move mountains for him.,I recently had a baby. It was such an incredible feeling seeing his face for the first
hit:10196_conv:20392,I just got a new dress for a wedding! It made me feel so good to wear it. I felt like a star.,I just got a new dress for my friend's wedding. It's in just a few
hit:10218_conv:20436,One night_comma_ my cats were playing and chasing a fly. All of a sudden one of them started acting weird. Then he died. He wasnt even a year old.,One night my cats were chasing a fly in the house. All of a sudden_com
hit:10226_conv:20452,I once was talking about a coworker behind his back.  It wasn't necessarily an awful conversation; but what I didn't know was that he was working in the next room with the door open.  He approached and asked what I had been saying.  I knew I was caught.  I was so disgusted with myself.  ,The other week_comma_ I was talking about a co-working of mine -
hit:10240_conv:20481,I invited a girl over to my house for dinner that I had a crush on for years. When I served her at the table I handed her a folded napkin when she unfolded it a live cock roach fell onto the table. ,I invited someone over for dinner and when they unwrapped the napkin a cock ro
hit:10248_conv:20497,I got caught by the train and it made me late for work. I was so mad.,I got caught by the train and it made me late for work. I was so mad
hit:10260_conv:20521, I felt embarrassed when I went into a boys' bathroom,I was upset with my sister today because I take money without asking permission
hit:10269_conv:20539,My mother has been diagnosed with diabetes_comma_ so I have been taking care of her diet.,My mother has been diagnosed with diabetes_comma_ so I have been taking care of
hit:10282_conv:20565,I know I can pass my calculus test today!,I know I can pass my calculus test today.  I just need a tutor
hit:10286_conv:20572,I have all my ingredients ready for the baking contest tomorrow! I am so excited to cook against high class chefs,I have all my ingredients ready for the baking contest tomorrow!  I am so excited to
hit:10297_conv:20595,I misunderstood what someone said to me_comma_ I tried to help but in turn it all turned out awkward and the conversation went wrong.,I misunderstood what someone said to me_comma_ I tried to help but in turn
hit:10298_conv:20597,I was throwing away my old stuff when I came across my old toys but I could not throw them out because they meant so much to me.,I was throwing away my old stuff when I came across my old toys but I could not
hit:10300_conv:20600,I am terrified of spiders,I am terrified of spiders_comma_ one time I saw one on my wall and
hit:10306_conv:20613,My brother got such a nice Snowboard for his birthday when we were teenagers. I wanted one too_comma_ but didn't end up getting what I wanted. ,My brother got such a nice Snowboard for his birthday when we were teenagers. I wanted
hit:10327_conv:20654,At work sometimes I put a lot of faith in my coworkers. I work in small groups on a daily basis and my ability to meet the day's goals depends on being able to trust my coworkers to help me succeed. ,I work at a dairy plant in San Antonio. I work in a small group and they
hit:10332_conv:20664,I'm hopeful about more finances coming in_comma_ I'm starting a new business.,I'm waiting on more money coming in_comma_ I'm starting a new business
hit:10349_conv:20698,I had just gotten out of a bad marriage and started to date again. When you've been cheated and abused its hard to even think about bringing someone else into your life and start dating. But I did and its been the best year of my life!,My ex-husband and now I'm just getting ready to start dating again. I've
hit:10354_conv:20708,i trust my wife so much,i have so much faith in my wife
hit:10354_conv:20709,I felt ashamed when I haven't made an effort on my appearance then head outside into the public,I felt ashamed when I didn't make an effort on my appearance then head outside into the
hit:10359_conv:20718,My father had just passed away and we were going through his things. I found a box and he had kept every single card that I had given to him since I was born.,I found out while going through my fathers things that he kept everything I had every handmade for
hit:10360_conv:20721,i've never kissed a girl before and my girlfriend and i are going to kiss for the first time tomorrow night_comma_ and i know she's going to make me feel safe and special,i've never kissed a girl before and my girlfriend and i are going to kiss for the
hit:10364_conv:20728,I've gotten this job opportunity but_comma_ I don't think it will be a good fit,I've gotten this job opportunity but_comma_ I don't think it will be
hit:10368_conv:20737,My husband took a 30 hour round trip road trip and will be home soon. He went to get our new puppy. I haven't slept well since he's been gone because I've been worried.,My husband is on a 30 hour road trip to get our new puppy. Last night I
hit:10371_conv:20743,The other day I was going through my things and I found my old Gamecube. I remember all of the fun times I had playing with friends.,I found my old Gamecube. I remember all the fun times I had playing with friends
hit:10413_conv:20826,I was eating some food at a restaurant when I found a hair in it. I didn't NOT want to eat any more!,I was eating some food at a restaurant when I found a hair in it. I didn
hit:10418_conv:20836,My husband lost his job. It was 3 weeks before christmas.,Last December_comma_ my husband lost his job. He's our main source of
hit:10499_conv:20998,The first outing after my baby was born was daunting. I was so excited when we returned home without a major catastrophe.,I had to go out to run errands for the first time after having a baby.
hit:10513_conv:21027,When I was 15_comma_ my family adopted a little sister.  She's just about to start her last year of high school_comma_ and it's been really cool to see her grow up into a young woman.,My youngest sister is about to start her senior year of high school.  I always try
hit:10514_conv:21028,I had all of my books in boxes and recently unpacked them all. I cataloged them as I went. I was shocked to find out I have over 300 in my collection so far!,I recently unpacked all my books and found out that I have over 300 so far!
hit:10522_conv:21044,I get so bent out of shape sometimes going through old family photo albums. So many people that used to be alive and so many memories that I spent with them. I wish I could go back.,I was going through some old photo albums and I started to think about the good old days
hit:10536_conv:21072,I was pretty emotional leaving my hometown 10 years ago. We moved across country to a completely different area.,When I moved from Chicago to Dallas_comma_ I was pretty sad to leave.
hit:10595_conv:21191,all this week I was committed to my diet_comma_ i didnt cheat not one time. im proud of myself.,i have been on a diet for the past week and i havent cheated on anything.
hit:10601_conv:21203,My girlfriend got mad at me one night and went outside . the next thing I heard was a bunch of loud noises that sounded like some one hitting metal with something I went  out the next morning and found my car eat all to pieces and the windshield beat out of it_comma_ I was steaming.,my girlfriend got mad at me and destroyed my new car with a bat
hit:10603_conv:21206,When I thought I had breast cancer. I was trying to tell myself everything would be okay. ,A few years ago_comma_ I thought I had breast cancer. It was such
hit:10612_conv:21225,My car would not start_comma_ I was close to someones house so I went there to seek help. A man answered and asked me to come in_comma_ but I was really scared.,when my car would not start_comma_ i went to a close by home and
hit:10626_conv:21253, am so excited about my friends party,My friend is having a birthday party today and I haven't seen her in over a year
hit:10630_conv:21260,I trusted a stranger with my cellphone and he ran off with it! ,I lent a stranger my phone and he dashed off with it. I am so angry!
hit:10634_conv:21268,My dog got sick last week and was vomiting alot. She vomited in the living room and it stuck so bad I almost vomited trying to clean it up.,when my dog vomited in the house
hit:10636_conv:21272, I went on vacation_comma_ sat on the beach and read a really good book all day long.,I recently went on vacation to the beach. I just sat and listened to the waves while
hit:10640_conv:21280,I found a photo of me and my husband when we were young and feel very nostalgic thinking about it,I found a photo of me and my husband when we were young and feel very nostalgic thinking
hit:10656_conv:21312,"The other day I was watching the show ""Hey Arnold"" I used to watch this show as a small child and it gave me such a nostalgic feel. I started browsing through other older Nickelodeon cartoons and found myself in a binge watching ""As Told By Ginger"" and the ""Rugrats"".",It was so weird watching As Told By Ginger and Hey Arnold and the Rugrats the
hit:10702_conv:21404,We sent flowers for my grandmothers funeral,My grandmother recently passed away. She had more flowers and grieving cards that we could have hoped
hit:10714_conv:21429,I was expecting a important mail. ,I was expecting a important mail. I had to wait for a month.
hit:10715_conv:21431,my cat was sick at the vet but I was told in a dream that he was going to be ok_comma_ and I was very hopeful of that,I had a really good night last night after a lot of stress
hit:10717_conv:21435,I just finished my final exams and have been constantly checking my phone to see if the marks have been uploaded.,I just finished my final exams and have been constantly checking my phone to see if the marks
hit:10719_conv:21438,I recently lent my car to a friend over the weekend so they wouldn't have to wait while their car was in the shop. ,A friend of mine recently had their car breakdown. Luckily i was able to drop off my
hit:10722_conv:21444,I showed some photos my girlfriend sent me to a friend when they were supposed to be private,man I feel kind of bad for something that I did
hit:10728_conv:21456,My sister-in-law has stage 4 cancer_comma_ and today we have 100 people coming over to the house to pray for her. It's the last day of a 24/7 prayer week and we've seen so much healing in her and in people who've been praying!,We have 100 people coming over soon to pray over my sister and her house. It's
hit:10733_conv:21466,I was looking through my parents' wedding album and remembering them when they were younger,I was just looking through my parents wedding album.....I can't believe how young they were
hit:10741_conv:21482,I am fully ready for my exams,I am fully ready for my exams
hit:10768_conv:21536,I drove past a lonely road where is a hideout for criminals,I drove past a lonely road where is a hideout for criminals
hit:10768_conv:21537,I asked a woman to keep an eye on my bag whilst I went to the toilet.,I asked a woman to keep an eye on my bag whilst I went to the toilet.
hit:10779_conv:21559,I'm going to finally ask my crush out on a date and I know she'll say yes,well_comma_ it's time. I'm going to ask the girl of my
hit:10788_conv:21577,I had been friends with Mary for awhile now_comma_ but never been to her house. She invited me over for dinner and I had no clue she was a hoarder.,When I found out my neighbor was a HOARDER_comma_ it came as
hit:10791_conv:21582,It was my first day ever teaching high school. I have only ever taught elemebtary school and I was so scared to make a fool of myself,I have been teaching for over 10 years. But have only taught the little kids. This
hit:10797_conv:21594,I found out my son cheated on all of his highschool homework. ever single thing,my son cheated on his homework and tests
hit:10800_conv:21601,I remember I remember when I had my little Labrador puppy. But I had to give her away.,I remember I remember when I had my little Labrador puppy. But I had to give her
hit:10813_conv:21626,i said horrible things to my mother and i regret doing tat,i had a fight with my mother and i said a lot of horrible things_comma
hit:10818_conv:21637,I went skydiving a few years ago and it's probably the craziest thing I've ever done. I went tandem with the instructor as it was my first time. I really had to have faith in him that he knew what he was doing and wouldn't make any mistakes. It was a thrill!,I went skydiving a few years ago. I had to rely on the instructor to
hit:10836_conv:21672,When I was pregnant with my son I lived right down the street from Dairy Queen. I was obsessed with chocolate shakes! Every day my husband would bring one home from work and I would be so excited!,My husband would bring me chocolate shake every night when I was pregnant with my son. I
hit:10842_conv:21684,I'm so ready to go camping this weekend! I'm all packed up and we are heading to the beach for the weekend.,I'm going down to the beach this weekend and going to sleep out there for a couple
hit:10845_conv:21691,I forgot to close my zip after using the washroom and I walked into the boardroom unknowingly,I forgot to close my zip after using the washroom and I walked into the boardroom
hit:10846_conv:21692,I saw some children begging for food_comma_ I felt so pity on them,I felt so pity for the children I saw begging for food yesterday
hit:10846_conv:21693,We were driving on the interstate and I noticed a woman hitchhiking. I wanted to pull over to help but something told me not too.,I was on my way home last night. I saw a lady on the side of the
hit:10848_conv:21696,I bought a scratch off ticket yesterday and won $100 on it! I never win anything off of them so I was very happy!,I won off a scratch off ticket! Never been so lucky!
hit:10860_conv:21720,My father died about a year ago. I still have trouble when I remember seeing him dead in his bed.,I'm having difficulties when I think about my father. He died one year ago and it
hit:10862_conv:21724,I had a friend that really took me to heart_comma_ I missed him.he was always there for me,I had a friend that was always there for me_comma_ he took me as
hit:10866_conv:21733,My wife has been so supportive_comma_we dont  keep secrets,My wife has been so supportive we dont keep secrets
hit:10880_conv:21761,The other day I saw a kid at the park fall off his bike. He looked like he was in a lot of pain.,The other day I saw a kid at the park fall off his bike. He looked like
hit:10889_conv:21778,I steam cleaned my antique rugs last night but because they are so old they have ta horrible smell. I wish I would have just left them dirty.,I cleaned my antique rug last night. They are clean but now they smell horrible.
hit:10893_conv:21787,I'm about to leave the job I've had for 3 years and go to a new company. ,I'm leaving the company I've worked for for 3 years and taking a totally new position
hit:10898_conv:21797,When my dog Buddy died_comma_ I was horribly upset.,When my dog Buddy died_comma_ I was so upset.
hit:10903_conv:21807,I had a co-worker that became a good friend. THen she stabbed me in the back and cost me my job.,One of my co-workers got to be a close friend of mine. Then she decided
hit:10909_conv:21819,My dog seemed to be depressed. I thought maybe he would feel better if I gave him a bath. He was so happy afterwards.,My dog really seemed out of it and depressed the other day. I thought maybe a bath
hit:10923_conv:21847,My puppy just died,My puppy just passed away. It was so sudden.
hit:10932_conv:21864,I went to the pount to find a new dog and i felt sorry for all of the dogs. They were so cute and nice but no one wanted them. ,I went to the pound today.  I felt so bad for all of them.
hit:10936_conv:21872,I was hit by a car afew years ago_comma_ and both my lungs collapsed.,A few years ago_comma_ when I was riding my bike home from work_
hit:10938_conv:21876,When my kid didn't get off of the bus yesterday,Yesterday was the first day of school for my kids.  My 4 year old was supposed
hit:10958_conv:21917,My daughter had an end of the year play at school and I was one happy dad,My daughter had an end of the year play at school and I was one happy dad
hit:10960_conv:21920,I've been pet sitting for my mom for a couple weeks. It is hard not to have my wife with me.,I've been pet sitting for my mom while she's on vacation_comma_ and
hit:10965_conv:21930,I realized I got my birthday off from work and still payed for it!,I realized I got my birthday off from work and still payed for it!
hit:10999_conv:21999,I took my car into get serviced and it ended up costing twice what I had budgeted. I'm going to be short again this month. ,I took my car into get serviced and it ended up costing twice what I had budget
hit:11000_conv:22000,It's back to school time. I am a teacher and I spent time getting my classroom ready today. ,It's back to school time. I am a teacher and I spent time getting my classroom
hit:11002_conv:22005,When I was a brand new mom_comma_ I had to run to target for pumping supplies and my son wouldn't stop screaming.  I was so flustered I just left and asked my mom to go get them!,When I was a brand new mom_comma_ I had to run to the store
hit:11017_conv:22034,I got a call about a job offer back in late May this year. I wasn't sure if I wanted to try and interview for it it since seemed like just another in a long list of jobs I'd applied to. But in the end I decided that it was better than being unemployed_comma_ so I went for it. I won over the recruiter in the phone interview_comma_ and was hired the same day!,I had been unemployed for a long time until earlier this year. I originally wasn't sure
hit:11018_conv:22036,When I think about my high school days it can really bring up some fond memories.,I was thinking about my highschool days. It was a loooooong time ago
hit:11019_conv:22038,My kids are driving me nuts! I can't wait for back to school time!,My kids are driving me nuts!
hit:11026_conv:22052,I just moved to a new city and I don't know anyone. I can't seem to break into the social circles at work. ,I just moved to a new city and I don't know anyone. I can't seem
hit:11055_conv:22111,I have been going to with the same guy for 2 years.,I love going to the movies and spend time with my boyfriend.
hit:11060_conv:22121,I was so lost after our family experienced the most recent round of flooding. It was horrible and continues to be .,This year has been the worst for rains and flooding. My house was recently affected and heavily
hit:11061_conv:22122,My mom was able to help my with school cost,My mom told me she wants to help me pay for college
hit:11064_conv:22129,I acted like I shouldnt have the other day.,I was so mad that I embarassed myself at the store.
hit:11070_conv:22140,im so excited my birthday was this last weekedn,I went to Las Vegas for my birthday. It was so much fun
hit:11090_conv:22181,Back in the school_comma_ I got zero in one of the important exam. Everyone expected that I would at least pass. I was embarrassed at that time,Back in the school_comma_ I got zero marks in one of the important exam
hit:11097_conv:22195,My coworkers all went together and gave me an expensive gift card.,My coworkers all went together and gave me an expensive gift card.
hit:11115_conv:22231,I am very disgusted by seeing people eat live worms,Seeing people eat live worms.. *shivers* the though makes me want to puke
hit:11118_conv:22236,I am frustrated when I try to get online but my wifi is not working or it works so slow that I can not open any video.,I am frustrated when my wifi is not working properly
hit:11124_conv:22249,I know my wife daughter doesn't lie to me. She has always been so honest.,My daughter has never lied to me. I can always count on her honesty.
hit:11146_conv:22292,I really messed up at work today. I was walking into work and slipped on a wet floor_comma_ I had to be taken to the medical clinic for an accident.,I slipped an fell at work today. I felt like a total fool and had to be
hit:11149_conv:22298,I'm going to propose to my girlfriend soon. We have been together 4 years and I want to spend my life with her_comma_ I think she will say yes!,I want to propose to my girlfriend soon. We have been together for a long time and
hit:11182_conv:22364,We just purchased a new car. Its so fancy. ,We just bought a new car. It's so fancy and has so many features! I
hit:11195_conv:22391,I sort of put all my eggs in one basket. I relied on a woman I know to rent her home to my family_comma_ but she started to ignore my calls and will not return them.,I decided to believe a woman I know about her renting her home to my family. I
hit:11197_conv:22395,I work as a Paramedic and so I run on many different patients each shift. Each patient I run on_comma_ I always try to treat them as if they were my grandmother. ,I work as a Paramedic and I try to approach each patient as if they were
hit:11201_conv:22402,My dad saved the last piece of pizza for himself one night after dinner. I got up in the middle of the night and ate it.,My dad saved a piece of pizza for his lunch the next day. I got up in
hit:11208_conv:22416,I spring cleaned my whole house. Then I sat and enjoyed a book.,Yesterday_comma_ I spring cleaned my entire house. Then I sat down and enjoyed
hit:11208_conv:22417,I was irritated when I was at the airport and someone cut in line. They only saved themselves about 30 seconds.,I was at the airport and someone cut me in line. They only saved themselves about 20
hit:11216_conv:22433,I got cought stealing underwear.,i was caught stealing underwear
hit:11220_conv:22441,My mom was sick and I took a couple days off work to take care of her.,My mom was sick and I took a couple days from work just to take care of her
hit:11225_conv:22450,I asked a coworker to cover a shift for another coworker. I was confident this person would take on more hours and step up when needed.,I recently asked a coworker of mine to cover a shift for another employee. They were
hit:11228_conv:22457,When I was little my dad asked me to jump into the deep end of the pool and he would catch me.  I didn't know how to swim yet_comma_ but I knew I could count on him_comma_ so I just jumped.,I was scared at first because the water looked cold and the pool was deep.  When
hit:11242_conv:22485,I have a pile of laundry that I have been neglecting. I really need to get busy.,I am so behind on my housework. I have a pile of laundry that I've
hit:11257_conv:22514,a few nights ago I was awoken to a spider crawling across me in bed.,A few nights ago I was awoken to a spider crawling across me in bed.
hit:11281_conv:22563,I found out that my first boyfriend had been cheating on me. I was so mad at him because I knew I deserved better. He never apologized to me about it and I told him I never wanted to see him again.,My first boyfriend ever cheated on me. I was so mad.
hit:11287_conv:22574,A couple years ago I worked really hard and was able to buy my first new car. Have had used cars but never was able. That was a great day.,A few years ago I was able to buy my first new car. I got a Dodge
hit:11295_conv:22591,I remember applying for college and waiting for an acceptance letter. I didn't know if I would get accepted but I always was optimistic about getting in.  One day  I checked the mail and they letter was right there.  I was one happy camper. ,One day I checked the mail box and had a letter from a University I wanted to go
hit:11301_conv:22603,I was going on vacation. I planned out the route_comma_ packed everything I could possibly need_comma_ and made reservations far in advance. I even checked the weather.,I was going on a vacation_comma_ so I made sure to pack everything that
hit:11302_conv:22604,My husband undertook a huge project at our house this year. He is installing a wood boiler so we can heat our house with wood this next winter. I'm so impressed with him every day because he's doing it all on his own and he is succeeding amazingly well.,My husband is installing a wood boiler for our home to heat our house this Winter. I
hit:11306_conv:22613,I was not happy about the Dallas Cowboys 2017 season.  I was hopeful they would have a storybook season. But non football related situations stopped this from happening. ,I'm a huge football fan_comma_ but wasn't happy about last season.
hit:11308_conv:22617,I got bar-b-cue from a place a month ago. And it literally tasted like they got it out of a dumpster. It was the worst experience ever. ,I got bar-b-que from a place a few weeks ago and it literally tasted
hit:11311_conv:22623,Had my daughter over a couple weekend ago. She had brought a scrapbook she put together herself of us. It was so nice of her.,Had my daughter over a couple weekends ago. She had brought a scrapbook she put together
hit:11324_conv:22648,I recently decided to start blogging again and feel pretty good about it. I used to have a decent sized audience_comma_ so hopefully I can build it back up.,I recently decided to start blogging again and feel pretty good about it. I used to have
hit:11332_conv:22665,I remember the day I first met my husband. He was introduce to me by a friend.,I remember the day that I met my husband. A friend introduced him and he was very
hit:11342_conv:22685,I was driving on the road one day and I saw a man hit a dog.,I was driving and I saw a man hitting a dog. It got me so mad.
hit:11354_conv:22708,my friend told me a secret,my friend told me a secret
hit:11358_conv:22717,My brother got a full ride to college due to my dad being in the Navy. I didn't because I didn't live at home anymore.,When my brother got a full ride to college_comma_ I was bummed.
hit:11359_conv:22719,my son is coming to visit ,my son is coming to visit me
